,dataset_name,victim_model,shadow_models,attack_model,victim_accuracy,victim_precision,victim_recall,victim_f1_score,accuracy,precision_0,recall_0,f1_score_0,precision_1,recall_1,f1_score_1,macro_precision,macro_recall,macro_f1_score,num_obs,class_entropy,num_classes,num_features,num_features_after_ohe,proportion_cat_features,proportion_binary_feats,proportion_numerical_feats,var_entropy_feats,max_entropy_feats,min_entropy_feats,avg_entropy_feats,max_num_feat_range,min_num_feat_range,max_num_feat_range_global,min_num_feat_range_global,avg_label_mean_dists,var_label_mean_dists,avg_label_min_dists,var_label_min_dists,avg_label_max_dists,var_label_max_dists,avg_featfeat_corr,max_featfeat_corr,min_featfeat_corr,avg_featfeat_var,var_featfeat_means,num_pcas,cond_num_2norm,width_ratio,widthratio_after_ohe,max_num_cats,min_num_cats,mean_num_cats,var_num_cats,avg_featfeat_corr_labels,max_featfeat_corr_labels,min_featfeat_corr_labels,avg_featfeat_var_labels,var_featfeat_means_labels,can_correlation,max_feat_skew,min_feat_skew,avg_feat_skew,var_feat_skew,max_feat_kurt,min_feat_kurt,avg_feat_kurt,var_feat_kurt,max_featlabel_skew,min_featlabel_skew,avg_featlabel_skew,var_featlabel_skew,max_featlabel_kurt,min_featlabel_kurt,avg_featlabel_kurt,var_featlabel_kurt,std_dev_ratio_feats,std_dev_ratio_feats_bylabel_max,std_dev_ratio_feats_bylabel_min,std_dev_ratio_feats_bylabel_avg,std_dev_ratio_feats_bylabel_var,mutual_info_feats_mean,mutual_info_feats_max,mutual_info_feats_min,mutual_info_feats_var,mutual_info_feats_bylabel_mean,mutual_info_feats_bylabel_max,mutual_info_feats_bylabel_min,mutual_info_feats_bylabel_var,Equiv_num_attributes
0,Glass,Neural Network,Neural Network,Neural Network,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.75,0.3,0.4285714285714285,0.5625,0.9,0.6923076923076923,0.65625,0.6,0.5604395604395604,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
1,Glass,Neural Network,Neural Network,Random Forest,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4875,0.490566037735849,0.65,0.5591397849462365,0.4814814814814815,0.325,0.3880597014925373,0.4860237596086653,0.4875,0.4735997432193869,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
2,Glass,Random Forest,Random Forest,Random Forest,0.75,0.8333333333333334,0.8666666666666667,0.8055555555555555,0.8,0.9285714285714286,0.65,0.7647058823529412,0.7307692307692307,0.95,0.8260869565217392,0.8296703296703296,0.8,0.7953964194373402,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
3,Glass,Random Forest,Random Forest,Neural Network,0.75,0.8333333333333334,0.8666666666666667,0.8055555555555555,0.825,0.8421052631578947,0.8,0.8205128205128205,0.8095238095238095,0.85,0.8292682926829269,0.8258145363408521,0.825,0.8248905565978737,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
4,Glass,Logistic Regression,Logistic Regression,Logisitic Regression,0.75,0.8055555555555555,0.8055555555555555,0.8055555555555555,0.6125,0.6097560975609756,0.625,0.6172839506172839,0.6153846153846154,0.6,0.6075949367088608,0.6125703564727956,0.6125,0.6124394436630723,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
5,Glass,Logistic Regression,Logistic Regression,Neural Network,0.75,0.8055555555555555,0.8055555555555555,0.8055555555555555,0.5125,0.5128205128205128,0.5,0.5063291139240506,0.5121951219512195,0.525,0.5185185185185186,0.5125078173858661,0.5125,0.5124238162212846,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
6,Glass,Logistic Regression,Logistic Regression,Random Forest,0.75,0.8055555555555555,0.8055555555555555,0.8055555555555555,0.6,0.5833333333333334,0.7,0.6363636363636365,0.625,0.5,0.5555555555555556,0.6041666666666667,0.6,0.595959595959596,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
7,Glass,Support Vector Machine,Support Vector Machine,Support Vector Machine,0.875,0.9166666666666666,0.9166666666666666,0.9047619047619048,0.6125,0.6956521739130435,0.4,0.507936507936508,0.5789473684210527,0.825,0.6804123711340206,0.6372997711670481,0.6125,0.5941744395352644,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
8,Glass,Support Vector Machine,Support Vector Machine,Neural Network,0.875,0.9166666666666666,0.9166666666666666,0.9047619047619048,0.5875,0.8181818181818182,0.225,0.35294117647058826,0.5507246376811594,0.95,0.6972477064220184,0.6844532279314888,0.5875,0.5250944414463034,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
9,Glass,Support Vector Machine,Support Vector Machine,Random Forest,0.875,0.9166666666666666,0.9166666666666666,0.9047619047619048,0.525,0.5147058823529411,0.875,0.6481481481481481,0.5833333333333334,0.175,0.2692307692307692,0.5490196078431373,0.525,0.4586894586894586,175,1.0266032317816625,3,9,9,0.0,0.0,1.0,1.6563351675912619,4.9419305900290516,1.1718636255183594,3.757460483528976,1.0,1.0,1.0,1.0,1.2268746371607475,0.05687218610989497,0.043816595700951484,0.0015008962610204592,3.8334271263298674,0.0015008962610204592,-0.09226856562337273,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,0.3333333333333333,42.116855464088886,19.444444444444443,19.444444444444443,0,0,0.0,0.0,-0.09226856562337274,0.8259834241323297,-0.6773737941277398,0.114511411454353,0.0042122835162506575,-0.8092464561064796,3.129101199328307,-1.379272367460366,1.0403624443083044,2.1646656629697447,10.904046444087909,0.13905785652259486,4.693094632083863,17.939140486576747,8.403856169562879,-2.0401485772722348,0.6725146034298539,6.031537603773443,69.36633340662978,-0.8805157150503491,6.424131947596205,274.79585506209696,1.0340615709404648,0.0,0.0,0.0,0.0,0.2417819843210969,0.4335709644097561,0.07859433549420514,0.01786454908607064,0.010775105485098815,0.03386982353599451,1.3322676295501877e-15,0.00015733252796907286,4.328539206765585
